,name,cid
1513,asym-m-xylidene,7250
1514,"2,4-dimethyl-phenylamine",7250
1515,NSC 7640,7250
1516,"2,4-dimethylbenzene-1-amine",7250
1517,MLS002302982,7250
1518,SMR001307301,7250
1519,m-Xylidine (VAN),7250
1520,"2,4-dimethyl-Benzenamine",7250
1521,"2,?4-?Dimethylaniline(2,4-Xylidine)",7250
1522,CCRIS 254,7250
1523,HSDB 2092,7250
1524,EINECS 202-440-0,7250
1525,BRN 0636243,7250
1526,AI3-16558,7250
1527,UNII-367R1L22C9,7250
1528,"2,4 xylidine",7250
1529,"Aniline,4-dimethyl-",7250
1530,"2,4-dimethylphenyl amine",7250
1531,"2,4-Dimethylphenyl-amine",7250
1532,"(2,4-dimethylphenyl)amine",7250
1533,EC 202-440-0,7250
1534,cid_7250,7250
1535,SCHEMBL33980,7250
1536,"2,4-Dimethylaniline, 98%",7250
1537,4-12-00-02545 (Beilstein Handbook Reference),7250
1538,SCHEMBL654886,7250
1539,WLN: ZR B1 D1,7250
1540,SCHEMBL2881265,7250
1541,SCHEMBL3126523,7250
1542,SCHEMBL7090548,7250
1543,SCHEMBL7993755,7250
1544,"2,4-XYLIDINE [HSDB]",7250
1545,"2,4-XYLIDINE [IARC]",7250
1546,CHEMBL1490826,7250
1547,SCHEMBL27808307,7250
1548,SCHEMBL28148795,7250
1549,SCHEMBL29366708,7250
1550,"2,4-Dimethylaniline, >=99%",7250
1551,BDBM74411,7250
1552,MSK1223,7250
1553,NSC7640,7250
1554,HMS3039A03,7250
1555,STR00897,7250
1556,Tox21_200380,7250
1557,MSK1223-100A,7250
1558,SBB040487,7250
1559,STK387111,7250
1560,"2,4-Dimethylaniline (2,4-Xylidine)",7250
1561,AKOS000119112,7250
1562,MSK1223-1000A,7250
1563,EBC-152109,7250
1564,CAS-95-68-1,7250
1565,"XYLIDINE 2,4-DIMETHYLBENZENAMINE",7250
1566,"2,4-Dimethylaniline, analytical standard",7250
1567,NCGC00091885-01,7250
1568,NCGC00091885-02,7250
1569,NCGC00091885-03,7250
1570,NCGC00257934-01,7250
1571,AC-10693,7250
1572,ST088469,7250
1573,"2,4-DIMETHYLANILINE [USP IMPURITY]",7250
1574,DB-024294,7250
1575,D0667,7250
1576,NS00001078,7250
1577,EN300-17981,7250
1578,"XYLIDINE 2,4-DIMETHYLBENZENAMINE [MI]",7250
1579,"2,4-Dimethylaniline 10 microg/mL in Cyclohexane",7250
1580,"[2,4,5-tris(acetoxymethyl)cyclohexyl]methyl acetate",7250
1581,"2,4-Dimethylaniline 100 microg/mL in Acetonitrile",7250
1582,Z57127436,7250
1583,"2,4-Dimethylaniline Solution in Acetonitrile, 100ug/mL",7250
1584,F2190-0463,7250
1585,"2,4-Dimethylaniline Solution in Acetonitrile, 1000ug/mL",7250
1586,"InChI=1/C8H11N/c1-6-3-4-8(9)7(2)5-6/h3-5H,9H2,1-2H",7250
1587,51S,7250
1588,5-undecyloxolan-2-one,7785
1589,"2(3H)-Furanone, dihydro-5-undecyl-",7785
1590,7370-42-5,7785
1591,5-undecyldihydrofuran-2(3h)-one,7785
1592,pentadecan-4-olide,7785
1593,gamma-Pentadecalactone,7785
1594,SCHEMBL7054931,7785
1595,DTXSID10994567,7785
1596,NS00076565,7785
1597,PENTAERYTHRITOL,8285
1598,115-77-5,8285
1599,"2,2-bis(hydroxymethyl)propane-1,3-diol",8285
1600,Pentek,8285
1601,Tetramethylolmethane,8285
1602,Auxinutril,8285
1603,Maxinutril,8285
1604,Monopentek,8285
1605,Pentaerythrite,8285
1606,Penetek,8285
1607,Metab-Auxil,8285
1608,Monopentaerythritol,8285
1609,Hercules P6,8285
1610,Tetrakis(hydroxymethyl)methane,8285
1611,"2,2-Bis(hydroxymethyl)-1,3-propanediol",8285
1612,Methane tetramethylol,8285
1613,pentaerithrityl,8285
1614,Tetrahydroxymethylmethane,8285
1615,"1,3-Propanediol, 2,2-bis(hydroxymethyl)-",8285
1616,Auxitrans,8285
1617,THME,8285
1618,PE 200,8285
1619,SU420W1S6N,8285
1620,DTXSID2026943,8285
1621,NSC-8100,8285
1622,DTXCID806943,8285
1623,CHEBI:134760,8285
1624,Tetrahydroxymethylolmethane,8285
1625,RefChem:171351,8285
1626,204-104-9,8285
1627,618-127-0,8285
1628,859-492-8,8285
1629,PETP,8285
1630,tetra(hydroxymethyl)methane,8285
1631,Pentaerythritol-13C,8285
1632,MFCD00004692,8285
1633,"1,1,1-Tris(hydroxymethyl)ethanol",8285
1634,NSC 8100,8285
1635,334974-06-0,8285
1636,Pentaerythrital,8285
1637,CAS-115-77-5,8285
1638,Charmor PM 15,8285
1639,CCRIS 2306,8285
1640,HSDB 872,8285
1641,EINECS 204-104-9,8285
1642,BRN 1679274,8285
1643,UNII-SU420W1S6N,8285
1644,Auxenutril,8285
1645,Pentaertyhritol,8285
1646,Hydrafuca,8285
1647,AI3-19571,8285
1648,Hercules Mono-PE,8285
1649,Auxitrans (TN),8285
1650,mono pentaerythritol,8285
1651,3SY,8285
1652,"Pentaerythritol, CP",8285
1653,tetramethylol methane,8285
1654,"Pentaerythritol, 98%",8285
1655,"Pentaerythritol, 99%",8285
1656,EC 204-104-9,8285
1657,"Pentaerythritol, sodium salt",8285
1658,PENTAERYTHRITOL [MI],8285
1659,SCHEMBL15049,8285
1660,WLN: Q1X1Q1Q1Q,8285
1661,4-01-00-02812 (Beilstein Handbook Reference),8285
1662,C(CH2OH)4,8285
1663,PENTAERYTHRITOL [HSDB],8285
1664,"1, 2,2-bis(hydroxymethyl)-",8285
1665,SCHEMBL1769202,8285
1666,SCHEMBL3480590,8285
1667,SCHEMBL3969350,8285
1668,PENTAERYTHRITOL [MART.],8285
1669,CHEMBL3186112,8285
1670,PENTAERYTHRITOL [WHO-DD],8285
1671,"1,2-Diacylglycerol-LD-PE-pool",8285
1672,NSC8100,8285
1673,"Methane, tetrakis(hydroxymethyl)-,",8285
1674,"Pentaerythritol, calcium, zinc salt",8285
1675,Tox21_201921,8285
1676,Tox21_303573,8285
1677,EBC-48056,8285
1678,SBB060192,8285
1679,STL483077,8285
1680,AKOS009166690,8285
1681,DB13526,8285
1682,FP30893,8285
1683,"2,2-bis-hydroxymethyl-propane-1,3-diol",8285
1684,NCGC00249136-01,8285
1685,NCGC00257496-01,8285
1686,NCGC00259470-01,8285
1687,BP-13392,8285
1688,"2,2-bis(hydroxymethyl)-propane-1,3-diol",8285
1689,NS00005658,8285
1690,P0039,8285
1691,ST51046424,8285
1692,EN300-29828,8285
1693,D08331,8285
1694,A803483,8285
1695,F214601,8285
1696,Q421828,8285
1697,F0001-0283,8285
1698,Z295122660,8285
1699,"InChI=1/C5H12O4/c6-1-5(2-7,3-8)4-9/h6-9H,1-4H",8285
1700,1632063-92-3,8285
1701,MONURON,8800
1702,150-68-5,8800
1703,"3-(4-Chlorophenyl)-1,1-dimethylurea",8800
1704,Chlorfenidim,8800
1705,Lirobetarex,8800
1706,Monuruon,8800
1707,Monurex,8800
1708,Telvar,8800
1709,Monuuron,8800
1710,Monurox,8800
1711,"Herbicides, monuron",8800
1712,"1-(4-Chlorophenyl)-3,3-dimethylurea",8800
1713,Usaf p-8,8800
1714,"3-(p-Chlorophenyl)-1,1-dimethylurea",8800
1715,Usaf xr-41,8800
1716,"N'-(4-Chlorophenyl)-N,N-dimethylurea",8800
1717,Karmex monuron herbicide,8800
1718,Monuroun,8800
1719,"1,1-Dimethyl-3-(p-chlorophenyl)urea",8800
1720,Chlorea,8800
1721,Rosuran,8800
1722,Telvar Monuron Weedkiller,8800
1723,CMU Weedkiller,8800
1724,Karmex W,8800
1725,Karmex W. monuron herbicide,8800
1726,CNV Weed Killer,8800
1727,Telvar W. monuron weedkiller,8800
1728,"N,N-Dimethyl-N'-(4-chlorophenyl)urea",8800
1729,"Urea, 3-(p-chlorophenyl)-1,1-dimethyl-",8800
1730,"Urea, N'-(4-chlorophenyl)-N,N-dimethyl-",8800
1731,NCI-C02846,8800
1732,N-Dimethyl-N'-(4-chlorophenyl)urea,8800
1733,"1-(p-Chlorophenyl)-3,3-dimethylurea",8800
1734,"N-(p-Chlorophenyl)-N',N'-dimethylurea",8800
1735,"N-(4-Chlorophenyl)-N',N'-dimethylurea",8800
1736,DTXSID0020311,8800
1737,"1-(4-Chloro phenyl)-3,3-dimethyluree",8800
1738,"3-(4-Chloor-fenyl)-1,1-dimethylureum",8800
1739,"3-(4-Chlor-phenyl)-1,1-dimethyl-harnstoff",8800
1740,I99GAK5X1D,8800
1741,"1-para-Chlorophenyl-3,3-dimethylurea",8800
1742,"3-para-Chlorophenyl-1,1-dimethylurea",8800
1743,"3-(4-cloro-fenil)-1,1-dimetil-urea",8800
1744,"N-para-Chlorophenyl-N',N'-dimethylurea",8800
1745,"1,1-Dimethyl-3-(para-chlorophenyl)urea",8800
1746,NSC-8949,8800
1747,DTXCID80311,8800
1748,CHEBI:38214,8800
1749,monouron,8800
1750,RefChem:159665,8800
1751,205-766-1,8800
1752,chlorophenyl dimethylurea,8800
1753,"1,1-Dimethyl-3-(p-chlorophenyl)thiourea",8800
1754,Monuron Herbicide,8800
1755,NSC 8949,8800
1756,CMU,8800
1757,MFCD00018556,8800
1758,Monuron 10 microg/mL in Acetonitrile,8800
1759,"1,1-Dimethyl-3-(4-chlorophenyl)urea",8800
1760,Monuron 100 microg/mL in Acetonitrile,8800
1761,Karmex W. monuron herbicide; Monuron; NSC 8949,8800
1762,Caswell No. 583,8800
1763,Monuron [ANSI:BSI:ISO],8800
1764,CAS-150-68-5,8800
1765,CCRIS 898,8800
1766,HSDB 1036,8800
1767,EINECS 205-766-1,8800
1768,UNII-I99GAK5X1D,8800
1769,EPA Pesticide Chemical Code 035501,8800
1770,BRN 2097922,8800
1771,"Urea, 3-(4-Chlorophenyl)-1,1-dimethyl-",8800
1772,"1-(4-Chloro phenyl)-3,3-dimethyluree [French]",8800
1773,"3-(4-Chloor-fenyl)-1,1-dimethylureum [Dutch]",8800
1774,"3-(4-Cloro-fenil)-1,1-dimetil-urea [Italian]",8800
1775,"3-(4-Chlor-phenyl)-1,1-dimethyl-harnstoff [German]",8800
1776,"3-(4-chlorophenyl)-1,1-dimethyl-urea",8800
1777,MONURON [HSDB],8800
1778,MONURON [IARC],8800
1779,MONURON [ISO],8800
1780,MONURON [MI],8800
1781,SCHEMBL106717,8800
1782,CHEMBL467623,8800
1783,orb3031114,8800
1784,SCHEMBL10800714,8800
1785,WLN: GR DMVN1 & 1,8800
1786,NSC8949,8800
1787,HMS1784G02,8800
1788,HY-B1875,8800
1789,MSK22307,8800
1790,Tox21_201439,8800
1791,Tox21_300367,8800
1792,EBC-12539,8800
1793,AKOS001033892,8800
1794,FM41080,8800
1795,NCGC00091194-01,8800
1796,NCGC00091194-02,8800
1797,NCGC00091194-03,8800
1798,NCGC00091194-04,8800
1799,NCGC00254546-01,8800
1800,NCGC00258990-01,8800
1801,BS-44092,8800
1802,"N-(4-chlorophenyl)-N',N'-dimethyl-urea",8800
1803,DB-043061,8800
1804,"Monuron, PESTANAL(R), analytical standard",8800
1805,CS-0013941,8800
1806,NS00007862,8800
1807,ST50409105,8800
1808,(dimethylamino)-N-(4-chlorophenyl)carboxamide,8800
1809,"3-(4-Chlorophenyl)-1,1-dimethylurea, 99%",8800
1810,C19087,8800
1811,G76481,8800
1812,EN300-8118802,8800
1813,"3-(4-cloro-fenil)-1,1-dimetil-urea(italian)cmun",8800
1814,Q6406955,8800
1815,Z55293719,8800
1816,"3,7-dimethylocta-2,6-dienal",8843
1817,RefChem:1066155,8843
1818,Lemarome n,8843
1819,"(2Z)-3,7-Dimethyl-2,6-octadienal",8843
1820,lime octadienal,8843
1821,NSC 6170,8843
1822,"cis,trans-Citral",8843
1823,"(2E)-3,7-Dimethyl-2,6-octadienal",8843
1824,SCHEMBL23074,8843
1825,SCHEMBL954112,8843
1826,orb1304483,8843
1827,orb3025764,8843
1828,"3,7-dimethyl-2,6-octandienal",8843
1829,CHEMBL2297541,8843
1830,"3,7-dimethyl-octa-2,6-dienal",8843
1831,"3,7-dimethyl-2,6-octadien-1-al",8843
1832,BB_NC-02925,8843
1833,"3,7-dimethyl-2,6-octadiene-1-al",8843
1834,AKOS024306977,8843
1835,Citral 1000 microg/mL in Acetonitrile,8843
1836,DB-052426,8843
1837,D0762,8843
1838,NS00077341,8843
1839,"Citral (mixture of cis- and trans-isomers), Natural",8843
1840,Q60176530,8843
1841,"Citral (mixture of cis- and trans-isomers), Synthetic FCC",8843
1842,"2,6-Octadienal, 3,7-dimethyl-; 3,7-Dimethyl-2,6-octadienal",8843
1843,"Citral (mixture of cis- and trans-isomers), Geranial 45-55%, Neral 45-55%",8843
1844,4-Bromobenzoic acid,11464
1845,586-76-5,11464
1846,P-BROMOBENZOIC ACID,11464
1847,"Benzoic acid, 4-bromo-",11464
1848,p-Carboxybromobenzene,11464
1849,p-Bromobenzenecarboxylic acid,11464
1850,"Benzoic acid, p-bromo-",11464
1851,4-Brom-benzoesaeure,11464
1852,4-carboxybromobenzene,11464
1853,EINECS 209-581-7,11464
1854,4-bromobenzenecarboxylic acid,11464
1855,NSC 17582,11464
1856,BRN 1906923,11464
1857,AI3-08859,11464
1858,NSC-17582,11464
1859,"BROMOBENZOIC ACID, P-",11464
1860,6992P6102O,11464
1861,DTXSID7060413,11464
1862,CHEBI:60698,11464
1863,4-BROMOBENZOIC ACID [MI],11464
1864,4-09-00-01017 (Beilstein Handbook Reference),11464
1865,NSC-143357,11464
1866,NSC-176126,11464
1867,4bromobenzoic acid,11464
1868,pCarboxybromobenzene,11464
1869,"Benzoic acid, pbromo",11464
1870,"Benzoic acid, 4bromo",11464
1871,RefChem:520467,11464
1872,pBromobenzenecarboxylic acid,11464
1873,DTXCID6042440,11464
1874,"BENZOIC ACID, 4-BROMO-(9CI)",11464
1875,209-581-7,11464
1876,MFCD00002529,11464
1877,4-Bromobenzoicacid,11464
1878,4-Bromobenzoic aicd,11464
1879,4-Bromo-benzoic acid,11464
1880,Para Bromo Benzoic Acid,11464
1881,UNII-6992P6102O,11464
1882,Z82,11464
1883,4Bromo-benzoic acid,11464
1884,4-brom-benzoic acid,11464
1885,4- bromobenzoic acid,11464
1886,4-Bromo benzoic acid,11464
1887,4-Bromobenzoic acid (1),11464
1888,4-Bromophenylcarboxylic acid,11464
1889,"4-Bromobenzoic acid, 98%",11464
1890,SCHEMBL71380,11464
1891,CHEMBL22051,11464
1892,SCHEMBL180453,11464
1893,orb2939758,11464
1894,SCHEMBL7495880,11464
1895,BDBM239163,11464
1896,NSC17582,11464
1897,STR02440,11464
1898,MSK002042,11464
1899,SBB040519,11464
1900,STK301567,11464
1901,AKOS000118916,11464
1902,CS-W020100,11464
1903,EBC-253143,11464
1904,FB00905,11464
1905,PS-5301,11464
1906,NCGC00340397-01,11464
1907,BP-31040,11464
1908,HY-78700,11464
1909,PD210226,11464
1910,SY001067,11464
1911,DB-016057,11464
1912,B0553,11464
1913,NS00003077,11464
1914,ST45061272,11464
1915,EN300-18038,11464
1916,B-5782,11464
1917,AB00376738-03,11464
1918,586B765,11464
1919,AE-641/00396064,11464
1920,F109801,11464
1921,"4-Bromobenzoic acid, Vetec(TM) reagent grade, 98%",11464
1922,Q18472729,11464
1923,Z57127530,11464
1924,"InChI=1/C7H5BrO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10",11464
1925,ZR0,11464
1926,1-Bromo-4-nitrobenzene,11466
1927,586-78-7,11466
1928,4-Bromonitrobenzene,11466
1929,P-BROMONITROBENZENE,11466
1930,4-Nitrobromobenzene,11466
1931,"Benzene, 1-bromo-4-nitro-",11466
1932,p-Nitrobromobenzene,11466
1933,4-Nitrophenyl bromide,11466
1934,p-Nitrophenyl bromide,11466
1935,AI3-15384,11466
1936,NSC-3526,11466
1937,W2D6WLV889,11466
1938,DTXSID7060415,11466
1939,RefChem:430669,11466
1940,DTXCID6042442,11466
1941,209-583-8,11466
1942,4-bromo-1-nitrobenzene,11466
1943,1-bromo-4-nitro-benzene,11466
1944,MFCD00007280,11466
1945,4-Nitro-bromobenzene,11466
1946,CCRIS 3115,11466
1947,NSC 3526,11466
1948,EINECS 209-583-8,11466
1949,p-nitrophenylbromide,11466
1950,p-bromo nitrobenzene,11466
1951,p-nitro-bromobenzene,11466
1952,4-bromo nitrobenzene,11466
1953,4-bromo-nitrobenzene,11466
1954,4-bromonitro benzene,11466
1955,para-bromonitrobenzene,11466
1956,para-nitrobromobenzene,11466
1957,1-bromo4-nitrobenzene,11466
1958,4-(nitro)bromobenzene,11466
1959,4-nitrobenzene bromide,11466
1960,2-bromo-5-nitrobenzene,11466
1961,4-(nitro)-bromobenzene,11466
1962,1-Bromo 4-nitrobenzene,11466
1963,4-(nitro) -bromobenzene,11466
1964,1-bromanyl-4-nitro-benzene,11466
1965,SCHEMBL85535,11466
1966,ghl.PD_Mitscher_leg0.924,11466
1967,SCHEMBL193215,11466
1968,SCHEMBL6047839,11466
1969,"1-Bromo-4-nitrobenzene, 99%",11466
1970,NSC3526,11466
1971,BB_SC-06256,11466
1972,STR03424,11466
1973,"p-Nitrobromobenzene, liquid or solid",11466
1974,SBB060983,11466
1975,STK291012,11466
1976,AKOS000119958,11466
1977,MSK001670-100H,11466
1978,FB139867,11466
1979,DB-019086,11466
1980,B0624,11466
1981,CS-0000011,11466
1982,NS00033994,11466
1983,ST50406732,11466
1984,EN300-19631,11466
1985,A831977,11466
1986,F078591,11466
1987,"1-Bromo-4-nitrobenzene Solution in Hexane, 100ug/mL",11466
1988,Q63396463,11466
1989,F9995-1646,11466
1990,Z104474532,11466
1991,InChI=1/C6H4BrNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4,11466
1992,"p-Nitrobromobenzene, liquid or solid [UN2732]  [Keep away from food]",11466
1993,Ethanesulfonic acid,11668
1994,594-45-6,11668
1995,Ethylsulfonic Acid,11668
1996,Ethanesulphonic acid,11668
1997,ethane sulphonic acid,11668
1998,1-ethanesulfonic acid,11668
1999,ethylsulphonic acid,11668
2000,2-ethanesulfonic acid,11668
2001,599310E3U2,11668
2002,DTXSID5060487,11668
2003,CHEBI:42465,11668
2004,RefChem:591753,11668
2005,DTXCID4042622,11668
2006,209-843-0,11668
2007,"InChI=1/C2H6O3S/c1-2-6(3,4)5/h2H2,1H3,(H,3,4,5",11668
2008,Ethane sulfonate,11668
2009,ethane sulfonic acid,11668
2010,MFCD00007529,11668
2011,ethansulfonic acid,11668
2012,ethansulphonic acid,11668
2013,UNII-599310E3U2,11668
2014,EINECS 209-843-0,11668
2015,methylmethane sulfonic acid,11668
2016,"Ethanesulfonic acid, 95%",11668
2017,SCHEMBL1904,11668
2018,SCHEMBL4865,11668
2019,SCHEMBL21772,11668
2020,SCHEMBL21773,11668
2021,SCHEMBL126970,11668
2022,Ethanesulfonic acid 70% water,11668
2023,SCHEMBL5683179,11668
2024,ETHANE SULFONATE [VANDF],11668
2025,SCHEMBL10776420,11668
2026,SCHEMBL17310122,11668
2027,AKOS015903065,11668
2028,DB03635,11668
2029,FE76439,11668
2030,AS-17305,11668
2031,FE111855,11668
2032,SY036762,11668
2033,"Ethanesulfonic acid, 70% aqueous solution",11668
2034,DB-053390,11668
2035,CS-0019432,11668
2036,E0033,11668
2037,"Ethanesulfonic acid, purum, >=99.0% (T)",11668
2038,NS00006035,11668
2039,F20396,11668
2040,F601066,11668
2041,Q3560927,11668
2042,DIMETHYLMALONIC ACID,11686
2043,595-46-0,11686
2044,"2,2-Dimethylmalonic acid",11686
2045,dimethylpropanedioic acid,11686
2046,"Propanedioic acid, dimethyl-",11686
2047,"2,2-dimethylpropanedioic acid",11686
2048,"2,2-Propanedicarboxylic acid",11686
2049,"Malonic acid, dimethyl-",11686
2050,NSC-836,11686
2051,55981WKX6B,11686
2052,"Propanedioic acid, 2,2-dimethyl-",11686
2053,DTXSID5060489,11686
2054,CHEBI:111517,11686
2055,RefChem:588570,11686
2056,DTXCID3042635,11686
2057,209-867-1,11686
2058,MFCD00004193,11686
2059,dimethyl-malonic acid,11686
2060,"2,2-Dimethylmalonate",11686
2061,propanedioic acid dimethyl,11686
2062,"2,2-dimethyl-propanedioic acid",11686
2063,CHEMBL3360549,11686
2064,Dimethyl malonic acid,11686
2065,UNII-55981WKX6B,11686
2066,NSC 836,11686
2067,EINECS 209-867-1,11686
2068,"2,2-Propanedicarboxylate",11686
2069,DimethylmalonsA currencyure,11686
2070,"Dimethylmalonic acid, 98%",11686
2071,SCHEMBL52160,11686
2072,"Hydrogen 2,2-dimethylmalonate",11686
2073,NSC836,11686
2074,orb1706214,11686
2075,SCHEMBL2467558,11686
2076,SCHEMBL21830604,11686
2077,BDBM50038339,11686
2078,LMFA01170103,11686
2079,SBB065804,11686
2080,AKOS005255257,11686
2081,CS-W007894,11686
2082,EBC-613018,11686
2083,FD05620,11686
2084,HY-W007894,11686
2085,AC-22740,11686
2086,AS-12448,11686
2087,SY016494,11686
2088,DB-050524,11686
2089,D2606,11686
2090,NS00034185,11686
2091,EN300-37489,11686
2092,A10735,11686
2093,595D460,11686
2094,AQ-917/40386832,11686
2095,F043495,11686
2096,Q27191232,11686
2097,F8881-3077,11686
2098,"Dimethylmalonic acid, Standard for quantitative NMR, TraceCERT(R)",11686
2099,"InChI=1/C5H8O4/c1-5(2,3(6)7)4(8)9/h1-2H3,(H,6,7)(H,8,9",11686
2100,MU6,11686
2101,4-Butyrothiolactone,13852
2102,Thiolan-2-one,13852
2103,1003-10-7,13852
2104,Dihydro-2(3H)-thiophenone,13852
2105,gamma-Thiobutyrolactone,13852
2106,"2(3H)-Thiophenone, dihydro-",13852
2107,4-Thiobutyrolactone,13852
2108,Tetrahydro-2-thiophenone,13852
2109,2-oxotetrahydrothiophene,13852
2110,A3ERZ734SN,13852
2111,NSC-54087,13852
2112,DTXSID3061390,13852
2113,FEMA NO. 4570,13852
2114,RefChem:639606,13852
2115,DTXCID6032510,13852
2116,213-700-8,13852
2117,2-Oxothiolane,13852
2118,dihydrothiophen-2(3H)-one,13852
2119,Thiacyclopentan-2-one,13852
2120,"2-THIOPHENONE, TETRAHYDRO-",13852
2121,.gamma.-Thiobutyrolactone,13852
2122,MFCD00005479,13852
2123,NSC 54087,13852
2124,Thiacyclopentanone-2,13852
2125,Dihydro-2-(3H)-thiophenone,13852
2126,EINECS 213-700-8,13852
2127,UNII-A3ERZ734SN,13852
2128,BRN 0105273,13852
2129,thiolanone,13852
2130,2-Thiolanone,13852
2131,gamma -Thiobutyrolactone,13852
2132,tetrahydrothiophen-2-one,13852
2133,SCHEMBL13480,13852
2134,5-17-09-00012 (Beilstein Handbook Reference),13852
2135,CHEMBL56395,13852
2136,"gamma-Thiobutyrolactone, 98%",13852
2137,SCHEMBL516826,13852
2138,SCHEMBL866874,13852
2139,SCHEMBL867479,13852
2140,SCHEMBL1021969,13852
2141,SCHEMBL2301496,13852
2142,CHEBI:89059,13852
2143,KMSNYNIWEORQDJ-UHFFFAOYSA-,13852
2144,laquo gammaRaquo -thiobutyrolactone,13852
2145,NSC54087,13852
2146,4-Mercaptobutanoic acid g-thiolactone,13852
2147,AKOS028108379,13852
2148,EBC-613088,13852
2149,AS-59251,13852
2150,SY151850,13852
2151,CS-0120136,13852
2152,NS00021423,13852
2153,EN300-129277,13852
2154,W15445,13852
2155,F607598,13852
2156,InChI=1/C4H6OS/c5-4-2-1-3-6-4/h1-3H2,13852
2157,Q27161237,13852
2158,"BUTANOIC ACID, 4-MERCAPTO-, .GAMMA.-(THIOLACTONE)",13852
2159,"BUTYRIC ACID, 4-MERCAPTO-, .GAMMA.-(THIOLACTONE)",13852
2160,"2,5-dichlorophenol",66
2161,583-78-8,66
2162,"Phenol, 2,5-dichloro-",66
2163,"2,5-DCP",66
2164,3B11G9AKBA,66
2165,DTXSID7025003,66
2166,NSC-6296,66
2167,DTXCID705003,66
2168,CHEBI:27929,66
2169,RefChem:82813,66
2170,209-520-4,66
2171,"2,5-dichloro-phenol",66
2172,MFCD00002174,66
2173,"3,6-dichlorophenol",66
2174,CAS-583-78-8,66
2175,CCRIS 5903,66
2176,HSDB 4287,66
2177,NSC 6296,66
2178,EINECS 209-520-4,66
2179,UNII-3B11G9AKBA,66
2180,"Phenol, 2,5-dichloro-; 2,5-Dichlorophenol; NSC 6296",66
2181,BRN 1907692,66
2182,Ketoconazole Impurity 51,66
2183,bmse000673,66
2184,"2,5-dichlorophenol-cp std",66
2185,EC 209-520-4,66
2186,"2,5-Dichlorophenol, 98%",66
2187,4-06-00-00942 (Beilstein Handbook Reference),66
2188,BIDD:ER0560,66
2189,SCHEMBL177878,66
2190,"DICHLOROPHENOL, 2,5-",66
2191,SCHEMBL1045503,66
2192,SCHEMBL6095909,66
2193,CHEMBL1565192,66
2194,SCHEMBL28554081,66
2195,NSC6296,66
2196,"2,5-DICHLOROPHENOL [HSDB]",66
2197,Tox21_201889,66
2198,Tox21_303053,66
2199,MSK9306-100M,66
2200,SBB061453,66
2201,STL283946,66
2202,AKOS000120929,66
2203,"2,5-Dichlorophenol (ACD/Name 4.0)",66
2204,CS-W004071,66
2205,EBC-152173,66
2206,NCGC00091138-01,66
2207,NCGC00091138-02,66
2208,NCGC00091138-03,66
2209,NCGC00257078-01,66
2210,NCGC00259438-01,66
2211,AC-10424,66
2212,DB-053197,66
2213,D0393,66
2214,NS00008731,66
2215,ST50824836,66
2216,"2,5-Dichlorophenol 10 microg/mL in Methanol",66
2217,EN300-20748,66
2218,"2,5-Dichlorophenol 100 microg/mL in Methanol",66
2219,A10797,66
2220,C06602,66
2221,F032473,66
2222,"2,5-Dichlorophenol Solution in Methanol, 100ug/mL",66
2223,"2,5-Dichlorophenol, PESTANAL(R), analytical standard",66
2224,Q13427538,66
2225,F0001-1524,66
2226,Z104480932,66
2227,"InChI=1/C6H4Cl2O/c7-4-1-2-5(8)6(9)3-4/h1-3,9",66
2228,2-Amino-4-oxopentanoic acid,423
2229,CHEBI:15914,423
2230,RefChem:1062192,423
2231,2-amino-4-oxo-pentanoic acid,423
2232,"L-Norvaline, 4-oxo- (9CI)",423
2233,alpha-aminolevulinic acid,423
2234,51268-84-9,423
2235,4-oxonorvaline,423
2236,SCHEMBL8244,423
2237,AKOS006342397,423
2238,SB75648,423
2239,EN300-149365,423
2240,Q61041490,423
2241,2-Hydroxy-4-oxopentanedioic acid,599
2242,4-Hydroxy-2-oxoglutaric acid,599
2243,1187-99-1,599
2244,2-keto-4-hydroxyglutarate,599
2245,CHEBI:30923,599
2246,RefChem:912544,599
2247,GlyTouCan:G26304NW,599
2248,DTXCID70811322,599
2249,DTXSID60862580,599
2250,G26304NW,599
2251,(+-)-2-hydroxy-4-oxopentanedioic acid,599
2252,"Pentanedioic acid,2-hydroxy-4-oxo-",599
2253,DL-4-HYDROXY-2-KETOGLUTARATE,599
2254,DL-4-Hydroxy-2-ketoglutarate Dilithium Salt,599
2255,"Pentanedioic acid, 2-hydroxy-4-oxo-",599
2256,SCHEMBL126063,599
2257,4-hydroxy-2-ketoglutaric acid,599
2258,orb2939699,599
2259,WXSKVKPSMAHCSG-UHFFFAOYSA-N,599
2260,MFCD18382351,599
2261,(+/-)-2-hydroxy-4-oxopentanedioate,599
2262,AKOS030239798,599
2263,FH24198,599
2264,(+/-)-2-hydroxy-4-oxopentanedioic acid,599
2265,2-HYDROXY-4-OXO-PENTANEDIOIC ACID,599
2266,CS-0864417,599
2267,NS00126510,599
2268,C01127,599
2269,Q27104173,599
2270,Nitroxyl,945
2271,Nitrosyl hydride,945
2272,azanone,945
2273,oxidanimine,945
2274,Nitroxide radical,945
2275,14332-28-6,945
2276,GFQ4MMS07W,945
2277,J985.316B,945
2278,CHEBI:84879,945
2279,HNO compound,945
